Vocabulary	Part of Speech	Pronunciation	Meaning	Synonym	Antonym	Word Family	Example	Collocation
distribute	verb	/dɪˈstrɪb.juːt/	1. phân phối hàng hoá 2. phân phát tài liệu 3. phân bố, rải	deliver, allocate	collect, withhold	distribution (n): sự phân phối; distributor (n): nhà phân phối; redistribute (v): phân phối lại; distributive (adj): phân bổ	The warehouse distributes goods to stores every night.	distribute goods, distribute brochures, distribute to customers, widely distribute
independent	adjective	/ˌɪn.dɪˈpen.dənt/	1. độc lập, tự chủ 2. không lệ thuộc tài chính 3. không phụ thuộc bên ngoài	autonomous, self-reliant	dependent, subordinate	independence (n): sự độc lập; independently (adv): một cách độc lập	She prefers working as an independent consultant.	independent contractor, independent company, independent decision, financially independent
dependent	adjective	/dɪˈpen.dənt/	1. phụ thuộc vào 2. (n) người phụ thuộc	reliant, subordinate	independent, self-sufficient	depend (v): phụ thuộc; dependence (n): sự phụ thuộc; dependency (n): sự lệ thuộc; dependable (adj): đáng tin cậy	Small hotels are dependent on tourist seasons.	be dependent on, dependent child, economically dependent, heavily dependent
drive	verb	/draɪv/	1. lái xe 2. thúc đẩy, làm tăng 3. điều khiển máy	motivate, operate, propel	halt, deter	driver (n): tài xế; driving (n/adj): việc lái xe; driven (adj): có động lực	He drives to the office and drives sales during meetings.	drive a car, drive to work, drive growth, drive sales
kind	noun	/kaɪnd/	1. loại, hạng 2. nhóm có đặc điểm chung	type, sort	individual, exception	kindly (adj/adv): tử tế; kindness (n): lòng tốt	Please choose the kind of ticket you need.	this kind of, all kinds of, the same kind, any kind of
volunteer	noun/verb	/ˌvɒl.ənˈtɪər/	1. người tình nguyện 2. tự nguyện làm	helper, unpaid worker	paid worker, conscript	voluntary (adj): tự nguyện voluntarily (adv): một cách tự nguyện volunteerism (n): chủ nghĩa tình nguyện	Many employees volunteer for the annual food drive.	volunteer work, volunteer for, volunteer to do, community volunteer
transport	noun/verb	/ˈtræn.spɔːrt/	1. sự vận chuyển 2. vận chuyển hàng/người	convey, ship	store, keep	transportation (n): sự vận chuyển transporter (n): phương tiện vận chuyển transportable (adj): có thể vận chuyển	We will transport the goods by air to save time.	public transport, transport costs, transport goods, transport service
quick	adj	/kwɪk/	nhanh chóng, tức thời	rapid, fast	slow	quickly (adv): nhanh chóng quickness (n): sự nhanh chóng quicken (v): tăng tốc	The manager gave a quick update before the meeting.	quick response, quick decision, quick look, quick test
donate	verb	/ˈdoʊ.neɪt/	quyên góp, tặng	contribute, give	take, receive	donation (n): sự quyên góp donor (n): người quyên góp donated (adj): được tặng	The company will donate office furniture to the school.	donate money, donate goods, donate blood, donate to charity
vet	verb/noun	/vet/	1. kiểm tra kỹ 2. bác sĩ thú y	examine, screen	ignore, overlook	vetting (n): sự kiểm tra vetted (adj): đã kiểm tra veterinarian (n): bác sĩ thú y	We must vet all contracts before signing them.	vet a candidate, vet documents, thorough vetting, licensed vet
information	noun	/ˌɪn.fəˈmeɪ.ʃən/	1. thông tin (dữ liệu, tin tức) 2. quầy thông tin	data, details	misinformation, ignorance	inform (v): thông báo; informative (adj): giàu thông tin; informed (adj): hiểu biết; informer (n): người cung cấp tin	Please send the information by email.; The information desk is near the entrance.	gather/collect information, provide information, confidential information, information about/on
insight	noun	/ˈɪn.saɪt/	1. sự hiểu thấu, hiểu sâu 2. cái nhìn sáng suốt	understanding, perception	ignorance, misconception	insightful (adj): sâu sắc; insightfully (adv): một cách sâu sắc	The survey gave us valuable insight into customer needs.	gain/obtain insight, insight into, valuable insight, deep insight
topic	noun	/ˈtɒp.ɪk/	1. chủ đề, đề tài	subject, theme	digression, aside	topical (adj): có tính thời sự; topicality (n): tính chất thời sự	We will discuss the topic of safety regulations today.	discuss a topic, topic of discussion, choose a topic, relevant topic
cause	noun	/kɔːz/	1. nguyên nhân, lý do 2. mục đích, chính nghĩa	reason, source	effect, result	cause (v): gây ra; causal (adj): nhân quả; causation (n): sự gây ra	Equipment failure was the main cause of the delay.	main/primary cause, root cause, cause of, cause for concern
crop	noun	/krɒp/	1. vụ mùa 2. sản lượng cây trồng	harvest, yield	famine, scarcity	crop (v): thu hoạch; cropping (n): việc thu hoạch; cropper (n): nông dân trồng trọt	The region produced a large rice crop this year.	bumper crop, crop yield, cash crop, harvest a crop
staff	noun/verb	/stæf/	1. đội ngũ nhân viên 2. cung cấp nhân sự	employees, personnel	vacancy, unemployment	staffing (n): việc bố trí nhân sự; staffed (adj): có nhân viên; staffer (n): nhân viên	The new hotel employs over 200 staff.	full-time staff; recruit staff; staff meeting; staff turnover
machine	noun	/məˈʃiːn/	1. máy móc 2. thiết bị cơ khí	device, apparatus	human, manual work	machine (v): gia công bằng máy; machinery (n): máy móc; machinist (n): thợ máy; mechanical (adj): cơ khí	The copy machine is out of order.	operate a machine; install a machine; machine failure; machine operator
local	adj/noun	/ˈloʊ.kəl/	1. thuộc địa phương 2. người dân địa phương	regional, nearby	foreign, distant	locally (adv): địa phương; locality (n): khu vực; localization (n): bản địa hoá; localize (v): định vị/BĐH	We hired a local guide for the factory tour.	local market; local community; buy from locals; local business
delight	noun/verb	/dɪˈlaɪt/	1. sự vui thích 2. làm vui thích	pleasure, joy	disappointment, displeasure	delighted (adj): vui mừng; delightful (adj): thú vị; delightfully (adv): một cách thú vị	The chef’s new menu delighted the customers.	customer delight; be delighted to; much to someone's delight; delight in
join	verb	/dʒɔɪn/	1. tham gia 2. kết nối	participate, connect	leave, separate	joint (adj): chung; joiner (n): thợ mộc; joining (n): sự kết nối; rejoin (v): tham gia lại	She joined the marketing team last month.	join a team; join the company; join forces; join us for
adhere	ERROR	ERROR	ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
guideline	noun	/ˈɡaɪd.laɪn/	1. nguyên tắc chỉ đạo 2. hướng dẫn	thrule, instruction, direction	deviation, violation, disregard	guide (v/n): hướng dẫn guided (adj): được hướng dẫn guidance (n): sự hướng dẫn	- Please read the safety guidelines before using the machine.	- company/procedural/safety guidelines - issue/publish/update guidelines - follow/comply with guidelines
attendee	noun	/əˌtenˈdiː/	1. người tham dự (cuộc họp, hội nghị)	participant, guest	absentee, nonparticipant	attend (v): tham dự attendance (n): sự tham dự attendant (n): người phục vụ	- Over 300 attendees joined the annual conference.	- conference/meeting/seminar attendee - register as an attendee - first-time attendee
experience	noun	/ɪkˈspɪə.ri.əns/	1. kinh nghiệm 2. trải nghiệm 3. sự từng trải	knowledge, skill, exposure	inexperience, ignorance	experience (v): trải qua experienced (adj): có kinh nghiệm inexperienced (adj): thiếu kinh nghiệm experiential (adj): mang tính trải nghiệm	- She has five years of marketing experience.	- work/practical/relevant experience - gain/build/have experience - customer/user experience
upon	preposition	/əˈpɒn/	1. trên, ở trên 2. ngay khi, vào lúc	on, immediately after, following	before, prior to	(no common family forms)	- Payment is due upon receipt of the invoice.	- upon arrival/completion/approval - act upon sth - depend upon sb/sth
enter	verb	/ˈen.tər/	1. đi vào; 2. nhập (dữ liệu); 3. tham gia	input, come in	exit, leave	entry (n): lối vào; entrance (n): sự đi vào; entrant (n): thí sinh; re-enter (v): nhập lại	Please enter your password to continue.	enter data, enter a building, enter information, enter the market
electronic	adjective	/iˌlekˈtrɒn.ɪk/	1. điện tử; 2. sử dụng thiết bị điện tử	digital, computerized	manual, paper-based	electronics (n): ngành điện tử; electronically (adv): bằng điện tử	The company sends electronic invoices by email.	electronic device, electronic payment, electronic mail, electronic data
silent	adjective	/ˈsaɪ.lənt/	1. im lặng; 2. không phát ra âm thanh	quiet, noiseless	loud, noisy	silence (n): sự im lặng; silently (adv): lặng lẽ; silencer (n): bộ giảm âm	Please keep your phones on silent during the meeting.	silent mode, remain silent, fall silent, silent agreement
mode	noun	/məʊd/	1. chế độ; 2. phương thức; 3. cách thức hoạt động	setting, method	disorder, randomness	modal (adj): thuộc chế độ; modality (n): phương thức; mode switch (n): công tắc chế độ	Switch the printer to color mode.	silent mode, flight mode, power-saving mode, default mode
ringtone	noun	/ˈrɪŋ.təʊn/	âm thanh chuông điện thoại	ring, alert tone	silence	ring (v/n): đổ chuông; ringing (n): tiếng chuông; ringback tone (n): nhạc chờ	He chose a new ringtone for his mobile phone.	download a ringtone, set a ringtone, custom ringtone, incoming call ringtone
lit screen	noun phrase	/lɪt skriːn/	1. màn hình đang bật sáng 2. màn hình chiếu sáng	illuminated display, bright monitor	dark screen, blank display	light (v): chiếu sáng light (n): ánh sáng lighting (n): hệ thống chiếu sáng unlit (adj): không sáng	The presenter read the data from a lit screen.; Passengers stared at the lit screen above the gate.	bright lit screen, look at the lit screen, adjust the lit screen, read from the lit screen
distract	verb	/dɪˈstrækt/	1. làm xao nhãng 2. làm phân tâm	divert, disturb	focus, concentrate	distraction (n): sự phân tâm distracting (adj): gây sao nhãng distracted (adj): mất tập trung	Noise from the hallway can distract the trainees.; The phone alert distracted her during the meeting.	distract someone from, easily distract, distract attention, be distracted by
attract	verb	/əˈtrækt/	1. thu hút, lôi kéo 2. hấp dẫn (khách hàng, du khách)	draw, entice	repel, deter	attraction (n): sự thu hút attractive (adj): hấp dẫn attractively (adv): một cách hấp dẫn unattractive (adj): không hấp dẫn	The new promotion is expected to attract more customers.; The museum attracts over one million visitors each year.	attract customers, attract investment, attract attention, attract tourists
perform	verb	/pərˈfɔːrm/	1. thực hiện, thi hành 2. biểu diễn 3. vận hành (máy)	carry out, execute, act	neglect, fail	performance (n): hiệu suất/buổi biểu diễn performer (n): người biểu diễn performing (adj): biểu diễn	The software can perform complex calculations quickly.; The band will perform at the company banquet.	perform a task, perform well, perform duties, perform a test
fellow	noun	/ˈfel.oʊ/	1. đồng nghiệp, đồng môn 2. thành viên cùng nhóm 3. người cùng cảnh ngộ	colleague, peer, companion	stranger, outsider	fellowship (n): tình đồng nghiệp fellow worker (n): bạn đồng nghiệp fellowships (n): trợ cấp nghiên cứu	He discussed the plan with his fellow engineers.; Fellows in the program attend weekly seminars.	fellow worker, fellow passenger, fellow student, fellow member
aisle	noun	/aɪl/	1. lối đi giữa các hàng ghế/kệ 2. lối đi trên máy bay/tàu	corridor, passage	blockage, barrier	aisle seat (n): ghế sát lối đi; aisled (adj): có lối đi; aisles (n, pl): các lối đi	Please keep the aisle clear during boarding.	aisle seat, down the aisle, clear the aisle, grocery aisle
pose	verb	/poʊz/	1. gây ra, đặt ra (vấn đề/thách thức) 2. tạo dáng chụp ảnh	present, create	resolve, answer	poser (n): người đặt câu hỏi; posing (n): tư thế; posed (adj): được đặt ra	The new policy may pose a risk to profits.	pose a risk, pose a threat, pose a question, pose for a photo
safe	adj, noun	/seɪf/	adj: an toàn; noun: két sắt	secure, protected	dangerous, risky	safety (n): sự an toàn; safely (adv): một cách an toàn; safeguard (v/n): bảo vệ/khoản bảo vệ	Passengers are safe inside the cabin.	keep safe, safe distance, safe place, fireproof safe
concern	noun, verb	/kənˈsɜːrn/	1. (n) mối lo ngại 2. (v) liên quan, làm lo lắng	worry, anxiety	ease, unconcern	concerned (adj): lo lắng; concerning (prep/adj): liên quan đến; unconcerned (adj): không lo lắng	There is growing concern about flight delays.	raise concern, express concern, major concern, concern over
fit	verb, adj, noun	/fɪt/	1. (v) vừa vặn, phù hợp 2. (adj) khỏe mạnh, vừa 3. (n) kích cỡ phù hợp	suit, match	mismatch, clash	fitting (n/adj): sự vừa vặn/phù hợp; fitted (adj): vừa khít; fitness (n): thể lực	The jacket does not fit me.	fit for, fit into, fit perfectly, a good fit
properly	adverb	/ˈprɑː.pɚ.li/	1. đúng cách 2. phù hợp 3. chính xác	correctly, appropriately	improperly, incorrectly	proper (adj): thích hợp; propriety (n): sự đúng đắn; improper (adj): không phù hợp; improperly (adv): sai cách	The machine did not work properly.	function properly, dress properly, behave properly, install properly
consider	verb	/kənˈsɪd.ər/	1. xem xét 2. cân nhắc 3. nghĩ về ai/cái gì	think about, contemplate, evaluate	ignore, disregard	consideration (n): sự cân nhắc; considerate (adj): ân cần; reconsider (v): xem xét lại; considerable (adj): đáng kể	We will consider your proposal tomorrow.	consider carefully, consider a proposal, consider doing sth, be considered for
glad	adjective	/ɡlæd/	1. vui mừng 2. hài lòng	pleased, delighted	disappointed, unhappy	gladly (adv): vui vẻ; gladness (n): sự vui mừng	I am glad to meet you in person.	be glad to, glad about, feel glad, glad news
lock	noun/verb	/lɒk/	1. (n) ổ khóa 2. (v) khóa, chốt	secure, fasten, bolt	unlock, open	lockable (adj): có thể khóa; locker (n): tủ có khóa; locking (n): sự khóa; unlock (v): mở khóa	Please lock the main door after 6 p.m.	lock the door, lock up, lock securely, combination lock
state	noun/verb	/steɪt/	1. (n) tiểu bang 2. (n) tình trạng 3. (v) trình bày 4. (v) quy định	condition, express, declare, specify	silence, withhold	statement (n): bản tuyên bố; stately (adj): trang nghiêm; restate (v): trình bày lại; interstate (adj): liên bang	Please state your name and address clearly.	current state, state clearly, state law, state agency
large	adjective	/lɑːrdʒ/	1. lớn (kích thước); 2. rộng, nhiều	big, sizable	small, tiny	largely (adv): phần lớn; enlarge (v): phóng to; enlargement (n): sự mở rộng; largeness (n): độ lớn	The company placed a large order for office chairs.	large order; large number of; on a large scale
big	adjective	/bɪɡ/	1. lớn (kích cỡ); 2. quan trọng	large, huge	small, little	bigger (adj): lớn hơn; biggest (adj): lớn nhất; biggish (adj): hơi to; big-time (adj): quy mô lớn	Our sales team closed a big deal yesterday.	big deal; big increase; big project
inspect	verb	/ɪnˈspekt/	1. kiểm tra; 2. thanh tra	examine, check	neglect, overlook	inspection (n): sự kiểm tra; inspector (n): thanh tra; inspectable (adj): có thể kiểm tra	The technician will inspect the machine this afternoon.	inspect equipment; inspect goods; inspect the site
store	verb	/stɔːr/	1. lưu trữ; 2. cất giữ	keep, stock	discard, remove	storage (n): lưu trữ; storehouse (n): kho; in-store (adj): tại cửa hàng; stored (adj): được lưu trữ	Please store the files in the cabinet.	store data; store information; store goods
mark	verb	/mɑːrk/	1. đánh dấu; 2. chấm điểm; 3. kỷ niệm	label, indicate	erase, ignore	marker (n): bút đánh dấu; marking (n): việc đánh dấu; marked (adj): rõ rệt; hallmark (n): dấu xác nhận	He used a pencil to mark the damaged boxes.	mark the date; mark a box; mark an item
refrain	verb	/rɪˈfreɪn/	1. kiềm chế, nhịn làm điều gì (refrain from)	abstain, avoid	indulge, partake	refrain (n): đoạn điệp khúc refraining (n): sự kiềm chế	- Please refrain from using mobile phones in the meeting. - Passengers must refrain from placing bags in the aisle.	refrain from doing sth - kindly refrain - refrain immediately
select	verb	/sɪˈlekt/	1. chọn, lựa chọn	choose, pick	reject, discard	selection (n): sự lựa chọn selective (adj): có chọn lọc selector (n): bộ chọn	- Please select your preferred language on the screen. - The committee will select three finalists.	select candidate - select option - carefully select - select item
bake	verb	/beɪk/	1. nướng (bánh, thức ăn) trong lò	roast, cook	boil, steam	baker (n): thợ làm bánh bakery (n): tiệm bánh baked (adj): được nướng baking (n): việc nướng	- We bake fresh bread every morning. - The chef will bake a cake for the event.	bake bread - bake a cake - freshly baked - bake in the oven
good	adjective	/ɡʊd/	1. tốt, đạt chất lượng 2. có lợi, hữu ích	excellent, fine	bad, poor	goodness (n): lòng tốt better (adj): tốt hơn best (adj): tốt nhất goods (n): hàng hoá	- The hotel offers good service. - Sales figures show a good performance this quarter.	good quality - good condition - make a good impression - good deal
conference	noun	/ˈkɒn.fər.əns/	1. hội nghị 2. cuộc họp chính thức	convention, meeting	informal chat, private talk	confer (v): bàn bạc conferee (n): người dự họp conferencing (n): hội nghị trực tuyến	- The annual sales conference will be held in Tokyo. - Please register for the conference by Friday.	attend a conference - hold a conference - international conference - conference room
in a row	adverb phrase	/ɪn ə roʊ/	1. liên tiếp 2. kế tiếp nhau không ngắt quãng	consecutively, successively, back-to-back	intermittently, sporadically	row (n): hàng; row (v): chèo	The team won three games in a row.	days in a row, meetings in a row, weeks in a row, wins in a row
vanilla	noun/adj	/vəˈnɪl.ə/	1. (n) hương vani 2. (adj) cơ bản, không thay đổi	plain, basic, standard	flavored, exotic, fancy	vanillin (n); vanilla bean (n)	We ordered vanilla ice cream for dessert.	vanilla ice cream, vanilla flavor, vanilla extract, plain vanilla
deliver	verb	/dɪˈlɪv.ər/	1. giao hàng 2. trình bày (bài phát biểu) 3. thực hiện (lời hứa)	ship, transport, present, fulfill	collect, withhold, fail	delivery (n); deliverable (n/adj); deliverer (n); delivered (adj)	The courier will deliver the documents before noon.	deliver a package, deliver a speech, deliver results, deliver on a promise
custom - baked	adjective	/ˌkʌstəm ˈbeɪkt/	được nướng theo yêu cầu, làm riêng cho khách	made-to-order, bespoke	pre-made, mass-produced	custom (n); customize (v); customized (adj); bakery (n); baker (n)	They ordered custom-baked cupcakes for the office party.	custom-baked cake, custom-baked cookies, custom-baked goods, order a custom-baked item
multilayer	adjective	/ˌmʌltiˈleɪər/	đa lớp, gồm nhiều tầng vật liệu	multi-layered, layered, stacked	single-layer, monolayer, simple	layer (n); layered (adj); multilayered (adj); layering (n)	The factory produces multilayer printed boards for smartphones.	multilayer film, multilayer circuit board, multilayer structure, multilayer coating
bill	noun	/bɪl/	1. hóa đơn yêu cầu thanh toán 2. dự luật được đề xuất	invoice, statement	payment, receipt	bill (v): lập hóa đơn billing (n): việc lập hóa đơn billed (adj): được lập hóa đơn	- We received the bill for the hotel room. - The accounting department will send the bill tomorrow.	pay a bill, issue a bill, utility bill, hospital bill
review	noun	/rɪˈvjuː/	1. sự xem xét lại 2. bài đánh giá	evaluation, assessment	neglect, overlook	review (v): xem xét reviewer (n): người đánh giá reviewable (adj): có thể xem xét	- Management will conduct a review of safety procedures. - Please submit the report for review.	conduct a review, under review, review process, review committee
attach	verb	/əˈtætʃ/	1. đính kèm 2. gắn, nối	fasten, enclose	detach, remove	attachment (n): tệp đính kèm attached (adj): được gắn detachable (adj): có thể tháo rời	- Please attach the file to your email. - A copy of the contract is attached.	attach a file, attach a document, attach importance, attached to
order	noun	/ˈɔː.dər/	1. đơn đặt hàng 2. mệnh lệnh	purchase, request	cancellation, disorder	order (v): đặt hàng ordering (n): việc đặt hàng reorder (v): đặt lại pre-order (v/n): đặt trước	- We received an order for 200 units. - You can track your order online.	place an order, cancel an order, order number, bulk order
return	noun	/rɪˈtɜːn/	1. sự trả lại hàng 2. lợi nhuận tài chính	repayment, refund	dispatch, departure	return (v): trả lại returned (adj): được trả lại returnable (adj): có thể trả lại returnee (n): người trở về	- Customers can request a return within 30 days. - Please fill out the form to return the item.	return a product, return policy, tax return, rate of return
regard	verb/noun	/rɪˈɡɑːrd/	1. (v) xem như, đánh giá 2. (n) sự quan tâm, sự kính trọng	consider, respect	disregard, neglect	regarding (prep): về; regardless (adv): bất chấp	We regard quality as essential.	with/in regard to, regard as, hold in high regard, best regards
pastry	noun	/ˈpeɪ.stri/	1. bánh ngọt 2. lớp vỏ bột bánh nướng	cake, tart	wholemeal, entrée	pastries (n): các loại bánh; pastry chef (n): đầu bếp bánh ngọt	The café serves fresh pastry every morning.	fresh pastry, pastry shop, pastry dough, pastry chef
sample	noun/verb	/ˈsæm.pəl/	1. (n) mẫu thử 2. (v) lấy mẫu thử	specimen, example	whole, bulk	sampling (n): việc lấy mẫu; sampled (adj): đã lấy mẫu	Please take a free sample at the counter.	free sample, product sample, sample survey, sample size
early	adjective/adverb	/ˈɜːr.li/	1. sớm, trước hạn 2. giai đoạn đầu	premature, beforehand	late, delayed	earlier (adj/adv): sớm hơn; earliest (adj): sớm nhất	The flight arrived early this morning.	early morning, early stage, early payment, arrive early
raspberry	noun	/ˈræzˌber.i/	1. quả mâm xôi 2. hương vị mâm xôi	berry, fruit	lemon, peach	raspberries (n): nhiều quả; raspberry jam (n): mứt mâm xôi	She ordered a raspberry smoothie.	raspberry jam, fresh raspberry, raspberry flavor, raspberry sauce
fill	verb, noun	/fɪl/	1. làm đầy, đổ vào 2. hoàn thành (mẫu đơn) 3. chiếm (vị trí, thời gian)	load, complete, occupy	empty, drain, vacate	filler (n): chất độn filling (n): sự làm đầy refill (v): làm đầy lại fulfil(l) (v): hoàn tất	- Please fill the application form by Friday. - The technician will fill the fuel tank before departure.	fill out a form, fill in the blanks, fill a position, fill up the tank
delectable	adjective	/dɪˈlek.tə.bəl/	1. ngon lành, làm vừa miệng 2. thú vị, hấp dẫn	delicious, tasty, appetizing	unappetizing, bland, tasteless	delectably (adv): một cách ngon lành delectability (n): sự ngon lành	- Guests praised the hotel's delectable breakfast buffet. - The pastry chef presented a delectable chocolate cake.	delectable meal, delectable aroma, delectably sweet, truly delectable
treat	verb	/triːt/	đối xử, điều trị, chiêu đãi	handle, deal with, cure	mistreat, neglect	treatment (n): sự điều trị; treatable (adj): có thể điều trị; untreated (adj): chưa được điều trị	Doctors treat patients with care.	treat someone well, treat a disease, treat as
please	verb	/pliːz/	1. làm hài lòng 2. mong muốn, tùy ý	satisfy, delight, gratify	annoy, disappoint, displease	pleased (adj): hài lòng pleasure (n): niềm vui pleasing (adj): dễ chịu displeased (adj): không hài lòng	- Your prompt reply will please our overseas partners. - We aim to please every visitor.	please note, please contact, please be advised, please accept
value	noun, verb	/ˈvæl.juː/	1. giá trị, trị giá 2. tầm quan trọng 3. đánh giá cao	worth, price, appreciate	insignificance, depreciate, undervalue	valuable (adj): quý giá valuation (n): định giá valueless (adj): không giá trị evaluate (v): đánh giá	- Customers value quick and friendly service. - The accountant estimated the current market value of the assets.	market value, add value, value for money, core values
purpose	noun	/ˈpɜː.pəs/	1. mục đích, ý định 2. công dụng, chức năng	aim, objective	aimlessness, accident	purposeful (adj): có mục đích; purposely (adv): cố ý; purposeless (adj): vô mục đích; repurpose (v): tái sử dụng	The main purpose of the meeting is to review sales.	for the purpose of; serve a purpose; main/primary purpose
confirm	verb	/kənˈfɜːm/	1. xác nhận, chứng thực 2. phê chuẩn, thông qua	verify, affirm	deny, refute	confirmation (n): sự xác nhận; confirmed (adj): đã xác nhận; confirmer (n): người xác nhận	Please confirm your reservation by email.	confirm a booking; confirm details; confirm attendance; confirm an order
request	noun/verb	/rɪˈkwest/	1. (n) lời thỉnh cầu 2. (v) yêu cầu, đề nghị	ask, appeal	demand, refuse	requester (n): người yêu cầu; requested (adj): được yêu cầu; requestable (adj): có thể yêu cầu	We received a request for more information.	make/submit a request; request permission; request for sth; upon request
announce	verb	/əˈnaʊns/	1. công bố, thông báo 2. tuyên bố một cách chính thức	declare, proclaim	conceal, withhold	announcement (n): thông báo; announcer (n): người thông báo; announced (adj): được thông báo	The company will announce the results tomorrow.	announce that + clause; announce a plan; announce results; formally announce
expansion	noun	/ɪkˈspæn.ʃən/	1. sự mở rộng 2. sự gia tăng về quy mô	growth, extension	contraction, reduction	expand (v): mở rộng; expansive (adj): rộng rãi; expanded (adj): được mở rộng; expansiveness (n): sự rộng mở	The firm is planning an expansion into Asia.	market expansion; expansion plan; business expansion; rapid expansion
client	noun	/ˈklaɪənt/	1. khách hàng sử dụng dịch vụ chuyên nghiệp 2. đối tác kinh doanh 3. chương trình truy cập máy chủ	customer, patron	supplier, provider	clientele (n): nhóm khách hàng; client-oriented (adj): định hướng khách hàng	The law firm meets with international clients every Monday.	potential client; meet with a client; client satisfaction; loyal client
positive	adj	/ˈpɒz.ɪ.tɪv/	1. tích cực, lạc quan 2. dương tính (trong xét nghiệm) 3. chắc chắn, rõ ràng	optimistic, affirmative	negative, pessimistic	positively (adv): một cách tích cực; positivity (n): sự tích cực; positivist (n): người theo chủ nghĩa tích cực	The manager gave positive feedback on my report.	positive attitude; positive result; remain positive; extremely positive
determine	verb	/dɪˈtɜː.mɪn/	1. xác định, tìm ra 2. quyết định 3. khiến điều gì xảy ra	establish, decide	ignore, hesitate	determination (n): sự quyết tâm; determined (adj): quyết tâm; determining (adj): có tính quyết định	The survey will determine customer preferences.	determine the cause; determine whether; be determined to; factors that determine
describe	verb	/dɪˈskraɪb/	1. mô tả 2. cho là, coi là	explain, depict	misrepresent, confuse	description (n): sự mô tả; descriptive (adj): mang tính mô tả; indescribable (adj): không thể tả	Please describe the problem in detail.	describe in detail; describe as; briefly describe; hard to describe
annual	adj, noun	/ˈæn.ju.əl/	1. (adj) hàng năm 2. (adj) kéo dài một năm 3. (n) ấn phẩm xuất bản hàng năm	yearly, once-a-year	monthly, daily	annually (adv): hàng năm; biannual (adj): hai lần một năm; annualized (adj): quy đổi theo năm	The company holds an annual meeting in May.	annual report; annual budget; annual leave; annual revenue
flavor	noun/verb	/ˈfleɪ.vər/	1. hương vị 2. thêm hương vị	taste, savor	blandness, tastelessness	flavorful (adj): đậm đà flavorless (adj): nhạt nhẽo flavoring (n): chất tạo hương flavored (adj): có hương vị	The sauce adds a spicy flavor to the meat.	add flavor, rich flavor, natural flavor, flavor of
combine	verb	/kəmˈbaɪn/	1. kết hợp, pha trộn 2. hợp nhất	merge, blend	separate, divide	combination (n): sự kết hợp combined (adj): kết hợp combiner (n): máy trộn	We will combine the two departments next month.	combine with, combine resources, combine efforts, combine to + V
expensive	adjective	/ɪkˈspen.sɪv/	1. đắt đỏ, tốn kém	costly, pricey	cheap, inexpensive	expensively (adv): đắt đỏ expense (n): chi phí expenses (n): khoản chi expenditure (n): khoản chi tiêu	Business class tickets are too expensive for our budget.	expensive equipment, become expensive, prohibitively expensive, expensive to maintain
cheap	adjective	/tʃiːp/	1. rẻ, ít tốn kém	inexpensive, affordable	expensive, costly	cheaply (adv): rẻ cheapness (n): sự rẻ cheapskate (n): kẻ keo kiệt	The company bought cheap office furniture online.	cheap price, cheap ticket, buy cheap, cheap alternative
